947
53 230
826 765
1 11
65 340
435 878
361 194
62 849
347 554
363 28
27 1
487 238
838 406
24 8
61 427
474 28
418 444
909 216
74 291
139 104
197 843
574 261
14 805
329 21
229 225
619 118
187 155
201 478
206 196
937 293
924 72
793 14
342 114
440 165
521 368
741 542
740 166
32 29
181 154
728 458
235 807
244 735
432 52
848 606
197 29
52 13
183 270
219 108
863 891
576 515
10 492
104 73
213 8
562 460
701 124
111 1
195 12
279 94
346 569
138 157
584 457
166 674
119 542
49 27
184 178
906 178
445 237
79 46
249 392
167 56
178 218
7 35
118 651
661 219
736 14
214 457
202 189
421 565
152 463
121 19
346 568
53 830
597 753
306 267
591 297
455 269
643 409
816 887
69 507
105 692
331 132
148 79
273 265
144 809
515 357
254 405
836 789
407 244
360 79
166 375
17 18
514 303
823 450
17 305
28 34
155 519
613 146
8 23
531 589
2 6
353 639
464 404
225 130
138 33
852 498
568 811
516 738
214 91
510 382
53 116
196 264
194 198
395 334
84 237
334 60
774 39
231 892
795 369
781 428
309 244
680 216
380 459
147 560
76 240
154 52
91 426
216 46
200 167
68 49
86 930
15 4
229 389
111 233
819 765
684 427
321 264
92 156
285 73
146 38
144 52
64 16
245 920
322 33
316 523
31 183
29 47
42 149
299 99
351 446
808 370
579 433
25 147
16 7
783 228
798 304
330 476
59 391
317 625
293 278
761 844
48 624
873 858
441 215
528 537
313 933
27 368
700 742
32 433
219 456
3 12
6 10
55 67
259 303
8 99
19 328
205 272
566 14
181 490
123 35
746 274
34 417
382 290
304 49
697 40
169 123
885 124
284 55
825 737
154 602
734 445
300 160
158 670
550 110
675 63
743 386
614 523
124 425
3 96
577 51
13 132
380 3
65 103
222 773
18 73
176 51
5 8
258 252
41 53
645 566
656 310
366 119
361 397
151 114
186 118
164 165
188 333
103 244
79 131
280 30
298 780
79 91
148 253
314 114
616 860
310 215
141 51
77 408
377 583
776 585
440 511
517 296
761 775
97 35
610 134
26 23
667 195
180 794
529 208
285 499
29 36
28 8
338 1
482 764
87 468
464 698
541 859
64 262
313 167
93 68
23 152
755 166
126 429
351 496
171 128
308 372
57 17
759 25
463 715
156 634
845 354
98 40
113 119
366 618
159 32
511 927
311 284
299 544
81 393
865 450
258 621
325 452
13 180
348 161
284 495
428 143
883 467
40 50
278 750
917 315
541 71
288 219
9 7
615 303
178 97
827 352
66 593
186 814
298 748
76 252
474 898
189 186
541 821
309 540
77 175
716 423
411 98
51 390
211 246
85 436
88 76
213 221
462 190
293 370
242 498
483 443
270 286
50 804
585 502
279 330
842 514
496 882
320 383
351 31
704 369
714 419
422 162
215 141
341 35
217 399
262 274
391 438
250 298
139 800
506 455
434 570
100 453
913 414
356 707
375 479
530 725
222 665
178 312
513 777
278 52
448 256
302 353
605 182
497 172
947 214
256 186
606 648
494 234
2 3
295 145
191 121
656 837
192 93
164 86
449 69
167 235
282 181
249 884
65 267
282 945
11 323
19 80
323 516
833 134
114 161
853 758
190 120
39 653
472 270
731 277
254 765
636 179
99 543
612 99
31 107
2 150
107 133
9 308
728 943
311 683
266 388
28 231
118 1
744 729
81 78
67 508
485 13
267 419
604 791
91 555
96 265
374 688
187 261
871 305
356 237
78 4
905 753
226 123
726 707
21 234
5 117
210 201
708 251
890 621
700 113
421 351
908 185
916 527
58 14
152 469
173 50
285 528
502 763
840 825
55 204
632 97
53 710
309 839
161 174
647 640
694 862
879 5
46 40
29 115
74 56
113 888
559 137
11 416
672 541
385 30
78 936
789 886
713 450
57 277
553 10
719 252
3 177
227 102
420 330
679 635
530 122
259 599
9 199
67 326
398 297
471 158
720 921
761 597
237 242
120 6
818 343
4 325
133 573
13 208
378 491
629 218
455 581
489 447
31 5
194 163
446 470
720 276
396 747
72 247
333 772
939 841
526 193
676 531
223 657
841 772
246 339
2 25
87 110
58 228
392 655
404 831
13 14
335 347
354 225
163 699
733 571
289 102
488 690
117 536
99 135
455 760
846 82
173 539
587 123
650 796
467 851
703 498
332 792
622 168
373 146
592 83
236 41
896 320
43 37
716 856
230 681
15 401
597 164
369 108
81 128
260 352
6 69
113 122
1 2
61 143
297 817
918 199
447 828
548 598
695 428
243 219
477 435
67 127
467 39
697 727
80 355
669 357
88 418
512 317
564 283
75 56
451 145
106 100
640 303
404 366
588 1
678 517
532 34
841 857
414 72
332 6
641 219
292 371
673 482
869 816
36 212
343 115
730 144
186 378
29 770
889 134
932 830
24 822
253 292
315 480
30 15
153 85
309 816
922 910
42 55
660 515
855 361
64 101
225 504
431 10
125 66
321 847
503 423
450 863
76 211
854 91
169 534
30 558
19 21
424 261
377 280
172 53
872 946
71 89
268 8
893 221
666 207
71 46
5 7
307 580
88 112
160 447
907 166
315 121
71 557
586 404
357 900
185 232
10 45
561 506
435 321
297 379
130 112
601 147
50 66
210 260
415 188
114 72
318 25
722 77
32 62
108 84
901 42
820 531
316 460
547 387
159 926
81 505
423 404
155 100
196 549
1 396
100 15
16 60
751 155
563 21
68 410
4 1
100 861
303 875
723 366
270 381
134 193
374 482
415 620
806 176
113 32
500 115
498 768
296 90
929 71
812 770
691 22
222 40
227 664
25 403
802 759
25 635
105 717
20 14
454 352
116 223
247 603
283 277
63 41
497 571
302 15
225 630
813 799
49 251
125 458
835 307
533 108
100 934
265 694
37 32
358 689
326 718
1 182
911 506
510 525
82 92
663 439
301 235
7 254
685 407
83 47
6 142
10 307
502 231
86 44
609 299
241 24
59 47
495 637
26 41
250 227
145 62
53 402
48 42
13 9
316 518
51 30
164 940
941 754
14 140
788 638
109 47
604 228
493 165
658 394
51 170
38 19
300 650
35 136
407 628
271 69
799 324
531 767
71 671
484 287
116 709
44 27
278 686
15 76
281 19
864 420
778 616
652 454
360 797
493 815
357 256
638 870
372 556
196 320
509 596
633 112
359 524
415 644
858 89
27 567
575 227
552 442
850 298
832 351
107 693
118 255
227 578
259 205
582 341
535 254
149 162
617 183
27 168
548 195
638 451
25 239
657 786
76 687
413 49
382 627
374 344
910 179
880 289
408 745
15 17
895 82
354 394
134 56
215 317
95 124
451 520
868 642
339 346
326 412
442 465
349 15
117 662
14 336
737 64
790 428
249 881
631 520
496 877
238 204
3 5
706 300
60 443
682 197
437 381
52 364
912 661
469 488
779 581
590 10
834 534
290 324
874 359
176 409
607 428
93 400
923 808
527 367
696 178
724 285
646 219
323 572
686 784
346 513
844 899
344 242
