998 983
760 521
734 251
125 786
575 427
270 723
32 138
10 845
341 151
543 240
376 623
726 63
691 566
332 170
852 367
425 19
935 372
384 566
331 458
314 227
93 928
29 427
486 695
627 464
883 770
867 649
744 509
953 385
899 989
440 97
498 389
237 928
970 642
940 693
732 146
571 954
424 288
193 876
820 149
535 726
650 198
884 503
578 330
625 405
515 102
98 408
478 772
113 478
566 865
488 772
481 533
20 847
400 304
191 841
132 741
925 179
931 436
890 221
623 107
137 235
624 917
863 119
191 292
482 994
768 508
639 224
348 628
248 980
686 223
395 11
206 485
222 157
66 119
777 259
562 310
191 56
136 412
53 7
550 784
306 682
569 784
647 960
424 407
255 851
381 831
933 600
413 171
9 139
374 417
770 181
997 456
384 124
461 278
218 401
353 514
258 978
898 833
542 43
722 48
676 187
884 613
533 300
590 834
70 303
967 713
16 952
388 15
175 683
535 341
779 911
401 432
876 393
700 38
335 122
108 949
940 399
487 602
283 87
689 381
318 990
608 464
397 198
518 372
265 107
663 642
733 824
148 581
325 449
289 65
451 645
329 250
420 586
791 581
382 879
603 431
261 908
392 223
885 685
391 964
870 756
630 50
424 967
321 454
239 932
55 806
572 974
915 360
402 781
89 286
174 958
64 398
764 540
785 574
434 784
97 520
465 214
693 328
604 839
976 877
789 780
176 236
608 86
483 66
733 776
266 650
660 191
303 961
569 621
334 1
377 769
252 970
875 152
500 690
270 809
231 649
471 295
331 966
998 851
536 489
338 697
591 665
3 948
633 889
896 567
554 526
802 321
728 375
310 806
418 952
769 960
827 92
656 50
814 957
112 433
150 562
981 416
951 689
103 712
968 428
328 949
44 627
996 951
241 336
51 547
627 576
341 204
173 727
253 479
735 410
901 461
267 87
994 876
790 348
920 180
646 721
993 879
379 765
730 175
670 172
113 91
146 752
539 888
373 893
371 357
463 838
849 227
594 649
638 958
370 127
86 184
351 810
709 775
779 836
914 556
259 246
937 438
72 298
146 593
463 314
374 115
582 919
324 931
331 815
355 844
237 938
68 702
279 870
91 256
146 462
489 86
917 349
233 55
309 94
576 176
289 295
88 980
812 488
984 723
712 504
563 755
336 614
691 848
180 97
11 182
927 273
886 11
865 179
603 964
43 494
471 998
504 21
210 897
882 640
296 291
50 982
274 793
480 835
324 719
16 572
805 494
546 941
414 234
34 515
616 157
27 165
188 934
654 512
405 270
925 337
444 657
225 153
447 338
269 611
252 873
108 124
532 647
730 782
587 372
202 884
309 688
679 832
453 28
296 976
220 358
580 832
521 314
353 469
112 523
139 81
80 159
10 109
817 363
993 465
950 613
911 481
525 817
493 567
96 127
774 534
14 436
93 676
702 166
36 97
613 72
415 225
647 404
394 75
979 19
313 900
775 216
521 456
482 17
624 354
808 276
183 801
455 691
603 933
155 296
773 577
416 35
728 640
86 799
742 521
949 26
910 325
395 325
624 905
139 223
918 433
377 806
989 766
53 554
722 850
421 577
362 950
612 574
632 649
97 888
754 323
83 317
340 262
233 639
768 722
963 926
209 482
933 345
448 107
906 763
182 392
575 130
428 432
279 315
426 854
752 250
654 104
918 245
394 802
455 468
689 449
432 183
525 603
155 784
305 53
309 152
141 854
822 188
135 822
892 312
987 860
657 676
311 723
993 475
195 620
17 809
516 968
465 29
299 323
660 619
336 540
994 896
744 440
79 904
761 97
779 548
941 148
565 488
885 301
31 577
96 545
945 194
249 16
766 82
369 102
56 50
775 97
291 791
981 162
211 376
642 950
793 975
897 330
253 985
171 498
572 567
587 616
672 988
373 217
694 567
181 53
175 917
885 861
296 852
853 772
581 277
155 360
804 449
903 157
492 873
352 450
820 954
674 316
982 365
214 22
869 667
171 739
959 285
474 415
986 456
206 961
584 786
876 794
316 780
717 673
543 488
349 216
905 148
684 557
478 468
373 887
394 659
998 629
894 886
36 501
67 457
3 926
723 444
997 188
882 907
303 779
623 908
338 816
760 123
195 631
367 316
478 895
657 765
221 706
3 378
941 875
253 634
343 829
933 712
315 811
979 584
694 212
607 354
715 178
861 926
572 343
985 636
194 119
602 677
209 963
854 679
542 573
582 301
700 973
803 743
382 214
982 449
778 767
216 62
443 922
508 196
385 665
420 755
157 499
475 632
381 21
196 315
293 541
857 320
690 147
331 678
384 270
793 322
926 996
234 701
103 212
819 735
603 635
496 927
569 959
663 797
396 409
947 411
29 630
750 652
561 799
14 693
905 31
13 930
790 298
340 17
250 269
686 721
50 231
930 563
845 974
395 380
706 644
634 575
895 246
590 986
920 45
656 871
472 535
991 212
748 170
337 624
833 222
469 828
268 451
253 667
995 920
510 940
971 549
788 245
58 544
736 792
505 994
572 271
391 965
917 328
753 588
333 468
538 973
680 847
875 781
11 71
435 50
100 553
888 647
128 185
487 294
925 927
812 115
822 333
633 859
148 265
932 675
927 665
889 72
869 599
499 331
532 464
98 48
917 436
223 424
461 984
344 190
404 565
873 296
403 825
657 556
145 631
644 2
995 347
217 92
347 378
469 982
762 253
353 315
989 586
420 941
155 970
625 995
864 325
315 331
872 465
22 596
67 586
703 193
338 13
156 4
365 921
110 146
906 569
745 42
831 539
108 127
472 642
926 293
193 935
580 130
468 431
262 581
417 703
525 950
439 499
668 30
719 130
929 727
539 718
643 845
321 972
592 690
507 170
723 345
361 574
292 875
981 43
360 650
421 484
736 895
933 422
92 745
678 95
520 682
526 845
653 293
39 452
92 418
141 551
953 545
150 326
269 862
562 7
330 899
496 103
328 804
321 386
184 512
171 971
29 356
817 811
719 256
783 545
693 713
19 377
540 649
620 203
657 343
694 139
836 418
399 293
814 889
522 585
441 842
405 884
344 39
600 668
608 761
353 526
433 673
395 118
64 976
699 36
109 488
16 313
877 276
192 253
895 289
270 741
413 264
225 407
554 262
135 818
638 970
447 663
514 217
222 979
975 179
672 643
695 775
613 328
114 215
484 713
843 222
595 381
817 957
695 374
274 708
888 923
295 432
336 858
613 539
798 281
5 727
216 894
816 907
470 823
281 324
64 870
783 611
566 913
72 906
525 592
515 347
199 172
484 119
204 17
845 318
884 946
951 102
538 460
532 912
907 935
30 967
157 40
791 881
867 247
422 842
892 950
449 516
156 400
222 427
46 378
411 452
813 446
626 680
156 249
566 864
690 247
174 988
375 138
491 767
567 918
459 899
672 135
934 222
900 535
230 962
395 667
686 878
487 587
170 661
450 871
46 252
103 384
83 19
207 738
446 322
47 220
441 699
815 457
992 958
265 952
438 350
262 147
555 544
144 287
569 18
258 40
601 659
432 23
502 83
336 961
107 443
332 955
919 344
967 381
101 674
232 815
381 45
858 600
69 132
14 575
388 402
41 40
175 661
170 134
33 18
356 148
757 998
714 182
258 356
776 761
778 136
222 865
226 530
187 405
156 535
703 154
617 477
463 552
656 775
832 68
348 461
557 255
359 823
654 445
313 619
771 300
306 985
59 343
240 318
425 156
324 592
611 863
922 549
323 166
614 854
982 942
199 669
292 1
895 31
994 817
674 758
240 6
68 188
745 334
741 869
480 751
779 321
613 364
254 375
872 735
217 201
115 461
356 181
185 21
168 965
204 917
813 769
161 312
380 420
621 546
778 964
646 587
961 141
596 724
43 700
486 53
256 433
345 782
850 803
393 248
829 971
419 805
45 225
607 166
867 601
706 284
870 445
191 708
901 290
229 244
571 646
224 514
760 557
884 956
953 206
742 310
610 837
44 188
319 604
279 339
703 486
237 685
901 304
445 307
871 108
780 634
796 956
111 426
660 160
737 709
703 150
462 458
274 489
734 947
165 723
84 529
68 254
462 605
610 19
1 949
635 794
795 462
910 318
57 274
824 518
43 706
990 686
222 919
850 356
741 344
751 60
627 450
292 364
53 170
221 643
342 619
191 568
686 713
992 290
692 251
584 227
561 487
745 630
628 535
140 389
905 541
331 922
111 893
209 684
989 99
70 396
875 729
895 512
943 975
674 305
913 744
420 180
9 194
62 119
774 544
145 884
17 386
106 536
89 187
606 798
79 51
385 862
172 488
925 348
334 933
289 119
879 675
279 854
992 984
134 617
177 865
722 518
781 87
420 761
377 148
439 668
745 486
563 234
432 171
398 16
574 156
468 152
560 957
810 541
910 143
720 691
660 16
295 872
841 616
699 278
796 142
